Unnamed: 0,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre
1348,6/1/1984,Once Upon a Time in America,30000000.0,5321508.0,5575648.0,Warner Bros.,R,Drama
1349,1/22/1999,Gloria,30000000.0,4167493.0,4967493.0,Sony Pictures,R,Drama
1350,12/29/2004,The Merchant of Venice,30000000.0,3765585.0,18765585.0,Other,R,Drama
1351,4/2/2003,The Good Thief,30000000.0,3517797.0,6460758.0,Other,R,Drama
1352,8/17/2005,Supercross,30000000.0,3102550.0,3252550.0,20th Century Fox,PG-13,Action
1353,12/29/2006,Miss Potter,30000000.0,3005605.0,35891257.0,MGM,PG,Drama
1354,5/5/2006,Wu ji,30000000.0,669625.0,35869934.0,Other,PG-13,Action
1355,9/23/2011,Machine Gun Preacher,30000000.0,538690.0,3721988.0,Other,R,Drama
1357,6/15/2007,DOA: Dead or Alive,30000000.0,480314.0,7755686.0,Other,PG-13,Action
1359,1/30/2015,Wild Card,30000000.0,3200.0,3989464.0,Lionsgate,R,Action
1361,2/24/2017,Collide,29200000.0,2280004.0,5466631.0,Other,PG-13,Action
1362,5/15/2015,Pitch Perfect 2,29000000.0,184296230.0,287641616.0,Universal,PG-13,Comedy
1363,11/18/2005,Walk the Line,29000000.0,119519402.0,187707495.0,20th Century Fox,PG-13,Drama
1364,9/28/2018,Night School,29000000.0,66906825.0,84406825.0,Universal,PG-13,Comedy
1365,4/8/2016,The Boss,29000000.0,63077560.0,78652395.0,Universal,R,Comedy
1366,12/27/1995,Twelve Monkeys,29000000.0,57141459.0,168841459.0,Universal,R,Drama
1367,9/12/2003,Once Upon a Time in Mexico,29000000.0,56330657.0,97413527.0,Sony Pictures,R,Action
1369,8/12/2016,Florence Foster Jenkins,29000000.0,27383770.0,56017691.0,Paramount Pictures,PG-13,Drama
1371,12/5/2008,Frost/Nixon,29000000.0,18622031.0,28452945.0,Universal,R,Drama
1372,11/12/2004,Seed of Chucky,29000000.0,17016190.0,24716190.0,Other,R,Horror
1373,12/31/2002,Confessions of a Dangerous Mind,29000000.0,16007718.0,33013805.0,Miramax,R,Drama
1374,8/26/2009,Taking Woodstock,29000000.0,7460204.0,10066366.0,Other,R,Drama
1376,9/24/1999,Mumford,28700000.0,4559569.0,4559569.0,Walt Disney,R,Comedy
1377,11/11/1992,Aladdin,28000000.0,217350219.0,504050219.0,Walt Disney,G,Adventure
1378,8/14/2015,Straight Outta Compton,28000000.0,161197785.0,202182981.0,Universal,R,Drama
1379,7/21/2017,Girls Trip,28000000.0,115108515.0,140886353.0,Universal,R,Comedy
1380,11/20/1998,The Rugrats Movie,28000000.0,100494685.0,140894685.0,Paramount Pictures,G,Adventure
1381,7/15/1988,Die Hard,28000000.0,81350242.0,139109346.0,20th Century Fox,R,Action
1382,11/1/2017,A Bad Moms Christmas,28000000.0,72110659.0,127710659.0,Other,R,Comedy
1383,2/14/2013,Safe Haven,28000000.0,71399120.0,94050951.0,Other,PG-13,Drama
1384,12/11/2015,The Big Short,28000000.0,70259870.0,133162752.0,Paramount Pictures,R,Drama
1385,11/7/2008,Role Models,28000000.0,67300955.0,94500826.0,Universal,R,Comedy
1386,2/6/2004,Miracle,28000000.0,64378093.0,64474705.0,Walt Disney,PG,Drama
1387,1/28/2013,Last Vegas,28000000.0,63914167.0,112914167.0,Other,PG-13,Comedy
1388,6/26/1981,For Your Eyes Only,28000000.0,54800000.0,195300000.0,Universal,PG,Action
1389,6/15/2018,Tag,28000000.0,54547470.0,76844788.0,Warner Bros.,R,Comedy
1390,9/28/2001,Zoolander,28000000.0,45172250.0,60780981.0,Paramount Pictures,PG-13,Comedy
1391,9/16/1994,Timecop,28000000.0,44853581.0,102053581.0,Universal,R,Action
1392,7/16/1993,Hocus Pocus,28000000.0,39360491.0,39360491.0,Walt Disney,PG,Comedy
1393,11/11/2005,Pride & Prejudice,28000000.0,38372662.0,126549607.0,Other,PG,Drama
1394,8/12/2011,30 Minutes or Less,28000000.0,37053924.0,40966716.0,Sony Pictures,R,Comedy
1395,12/22/2000,Dracula 2000,28000000.0,33000377.0,33000377.0,Miramax,R,Horror
1396,4/7/1995,Rob Roy,28000000.0,31390587.0,31390587.0,MGM,R,Drama
1397,8/16/2013,Kick-Ass 2,28000000.0,28795985.0,63129909.0,Universal,R,Action
1398,10/12/2007,We Own the Night,28000000.0,28563179.0,55307857.0,Sony Pictures,R,Drama
1399,9/19/2014,A Walk Among the Tombstones,28000000.0,26017685.0,62108587.0,Universal,R,Action
1400,1/15/2010,The Spy Next Door,28000000.0,24307106.0,46752858.0,Lionsgate,PG,Adventure
1401,4/25/2014,Brick Mansions,28000000.0,20396829.0,73421224.0,Other,PG-13,Action
1402,10/1/1999,"Mystery, Alaska",28000000.0,8891623.0,8891623.0,Walt Disney,R,Comedy
1404,7/11/1997,A Simple Wish,28000000.0,8165213.0,8165213.0,Universal,PG,Comedy
1405,10/30/2015,Our Brand is Crisis,28000000.0,7002261.0,8592432.0,Warner Bros.,R,Drama
1406,12/25/1997,Kundun,28000000.0,5686694.0,5686694.0,Walt Disney,PG-13,Drama
1407,6/10/1983,Octopussy,27500000.0,67900000.0,187500000.0,MGM,PG,Action
1408,6/26/2009,My Sister's Keeper,27500000.0,49200230.0,96673002.0,Warner Bros.,PG-13,Drama
1409,2/8/2008,Welcome Home Roscoe Jenkins,27500000.0,42436517.0,43607627.0,Universal,PG-13,Comedy
1411,12/25/2006,Notes on a Scandal,27500000.0,17510118.0,50578411.0,Other,R,Drama
1412,12/25/1994,The Jungle Book,27000000.0,44342956.0,44342956.0,Walt Disney,PG,Adventure
1413,8/19/2011,Spy Kids: All the Time in the World,27000000.0,38536376.0,80681183.0,Other,PG,Adventure
1416,9/19/2008,The Duchess,27000000.0,13848978.0,45160110.0,Other,PG-13,Drama
1417,10/1/2010,Case 39,27000000.0,13261851.0,28773827.0,Other,R,Horror
1418,6/10/2005,The Honeymooners,27000000.0,12834849.0,13174426.0,Paramount Pictures,PG-13,Comedy
1419,6/21/1985,Return to Oz,27000000.0,10618813.0,10618813.0,Walt Disney,PG,Adventure
1420,3/27/1998,The Newton Boys,27000000.0,10341093.0,10341093.0,20th Century Fox,PG-13,Drama
1421,11/2/2007,Martian Child,27000000.0,7500310.0,9352089.0,Other,PG,Drama
1423,11/24/1999,Flawless,27000000.0,4485485.0,4485485.0,MGM,R,Drama
1424,10/17/2008,What Just Happened,27000000.0,1090947.0,2412123.0,Other,R,Comedy
1425,1/16/2009,Paul Blart: Mall Cop,26000000.0,146336178.0,185904750.0,Sony Pictures,PG,Adventure
1426,8/19/2005,The 40 Year-old Virgin,26000000.0,109449237.0,177344230.0,Universal,R,Comedy
1427,12/21/1990,Kindergarten Cop,26000000.0,91457688.0,202000000.0,Universal,PG-13,Comedy
1428,8/6/2008,Pineapple Express,26000000.0,87341380.0,102404019.0,Sony Pictures,R,Comedy
1429,12/22/1993,Philadelphia,26000000.0,77324422.0,201324422.0,Other,PG-13,Drama
1430,7/31/1998,Ever After: A Cinderella Story,26000000.0,65705772.0,65705772.0,20th Century Fox,PG,Drama
1431,6/15/1977,A Bridge Too Far,26000000.0,50800000.0,50800000.0,Other,PG,Action
1432,4/26/2013,Pain & Gain,26000000.0,49875291.0,81275291.0,Paramount Pictures,R,Action
1433,1/31/2003,Final Destination 2,26000000.0,46896664.0,90396664.0,Other,R,Horror
1434,12/22/2000,"O Brother, Where Art Thou?",26000000.0,45506619.0,75763814.0,Walt Disney,PG-13,Comedy
1435,12/29/2004,In Good Company,26000000.0,45489752.0,63489752.0,Universal,PG-13,Comedy
1436,8/29/2012,Lawless,26000000.0,37397291.0,54393637.0,Other,R,Drama
1437,3/29/2002,Clockstoppers,26000000.0,36985501.0,38788828.0,Paramount Pictures,PG,Adventure
1438,12/4/2009,Brothers,26000000.0,28544157.0,45043870.0,Lionsgate,R,Drama
1439,10/17/2014,The Best of Me,26000000.0,26766213.0,41059418.0,Other,PG-13,Drama
1440,2/20/2004,Welcome to Mooseport,26000000.0,14469428.0,14469428.0,20th Century Fox,PG-13,Comedy
1441,1/27/1995,Highlander: The Final Dimension,26000000.0,13738574.0,13738574.0,Miramax,PG-13,Action
1442,8/24/2001,The Curse of the Jade Scorpion,26000000.0,7496522.0,18496522.0,Other,PG-13,Comedy
1443,10/18/2013,The Fifth Estate,26000000.0,3254172.0,6154172.0,Walt Disney,R,Drama
1444,3/21/2014,Blood Ties,26000000.0,42472.0,2923959.0,Other,R,Drama
1445,8/24/1997,The Grimm Brothers' Snow White,26000000.0,5000.0,5000.0,Other,PG-13,Horror
1446,3/17/2015,Accidental Love,26000000.0,0.0,135436.0,Other,PG-13,Comedy
1447,5/17/1996,Flipper,25530000.0,20080020.0,30593313.0,Universal,PG,Adventure
1448,8/31/2005,The Constant Gardener,25500000.0,33579798.0,86301599.0,Other,R,Drama
1449,10/17/2008,W.,25100000.0,25534493.0,28575778.0,Lionsgate,PG-13,Drama
1450,2/25/2004,The Passion of the Christ,25000000.0,370782930.0,622341924.0,Other,R,Drama
1451,11/24/1993,Mrs. Doubtfire,25000000.0,219195051.0,441286003.0,20th Century Fox,PG-13,Comedy
1452,12/16/1988,Rain Man,25000000.0,172825435.0,412800000.0,MGM,R,Comedy
1453,8/10/2011,The Help,25000000.0,169705587.0,213120004.0,Walt Disney,PG-13,Drama
1454,12/25/2016,Hidden Figures,25000000.0,169607287.0,231771716.0,20th Century Fox,PG,Drama
1455,12/12/2008,Gran Torino,25000000.0,148095302.0,274543085.0,Warner Bros.,R,Drama
1456,1/17/2014,Ride Along,25000000.0,134202565.0,153733800.0,Universal,PG-13,Comedy
1457,12/15/1993,Schindler’s List,25000000.0,96067179.0,321365567.0,Universal,R,Drama
1458,3/26/2004,Scooby-Doo 2: Monsters Unleashed,25000000.0,84185387.0,181185387.0,Warner Bros.,PG,Adventure
1459,8/15/2003,Freddy vs. Jason,25000000.0,82622655.0,114576403.0,Other,R,Horror
1460,2/16/2007,Bridge to Terabithia,25000000.0,82234139.0,137984788.0,Walt Disney,PG,Drama
1461,12/21/2001,Jimmy Neutron: Boy Genius,25000000.0,80936232.0,102992536.0,Paramount Pictures,G,Adventure
1462,1/18/2008,Cloverfield,25000000.0,80048433.0,171302226.0,Paramount Pictures,PG-13,Action
1463,2/5/2010,Dear John,25000000.0,80014842.0,142033509.0,Sony Pictures,PG-13,Drama
1464,12/25/2012,Parental Guidance,25000000.0,77267296.0,120832383.0,20th Century Fox,PG,Adventure
1465,6/3/1987,The Untouchables,25000000.0,76270454.0,76270454.0,Paramount Pictures,R,Action
1466,11/9/2007,No Country for Old Men,25000000.0,74273505.0,164035753.0,Miramax,R,Action
1467,1/13/2012,Contraband,25000000.0,66528000.0,98406855.0,Universal,R,Action
1468,1/27/2017,A Dog’s Purpose,25000000.0,64321890.0,203731707.0,Universal,PG,Drama
1469,4/20/2012,The Lucky One,25000000.0,60457138.0,96633833.0,Warner Bros.,PG-13,Drama
1470,3/22/2000,Romeo Must Die,25000000.0,55973336.0,91036760.0,Warner Bros.,R,Action
1471,2/10/2006,Final Destination 3,25000000.0,54098051.0,112798051.0,Other,R,Horror
1472,4/22/2011,Madea's Big Happy Family,25000000.0,53345287.0,54160818.0,Lionsgate,PG-13,Drama
1473,12/13/2013,Tyler Perry's A Madea Christmas,25000000.0,52543354.0,52543354.0,Lionsgate,PG-13,Comedy
1474,11/12/2004,Finding Neverland,25000000.0,51676606.0,115036108.0,Miramax,PG,Drama
1475,5/23/1986,Cobra,25000000.0,49042224.0,49042224.0,Other,R,Action
1476,8/22/2008,The House Bunny,25000000.0,48237389.0,71390601.0,Sony Pictures,PG-13,Comedy
1477,3/14/2003,Agent Cody Banks,25000000.0,47545060.0,58240458.0,MGM,PG,Adventure
1478,1/27/2006,Nanny McPhee,25000000.0,47279279.0,128745578.0,Universal,PG,Adventure
1479,9/19/1990,Goodfellas,25000000.0,46743809.0,46777347.0,Warner Bros.,R,Drama
1480,8/15/2014,The Giver,25000000.0,45090374.0,55090374.0,Other,PG-13,Drama
1481,7/18/1997,Nothing To Lose,25000000.0,44480039.0,64594061.0,Walt Disney,R,Comedy
1482,11/20/1987,The Last Emperor,25000000.0,43984987.0,44005073.0,Sony Pictures,PG-13,Drama
1483,11/20/2015,The Night Before,25000000.0,43035725.0,52427346.0,Sony Pictures,R,Comedy
1484,10/15/1993,The Beverly Hillbillies,25000000.0,42222647.0,55598481.0,20th Century Fox,PG,Comedy
1485,12/27/2002,The Hours,25000000.0,41675994.0,97030468.0,Paramount Pictures,PG-13,Drama
1486,8/22/1997,Money Talks,25000000.0,41076865.0,41076865.0,Other,R,Action
1487,12/26/2007,There Will Be Blood,25000000.0,40222514.0,77208711.0,Other,R,Drama
1488,12/20/2002,The Wild Thornberrys Movie,25000000.0,40108697.0,60694737.0,Paramount Pictures,PG,Adventure
1489,6/13/2003,Rugrats Go Wild,25000000.0,39402572.0,55443032.0,Paramount Pictures,PG,Adventure
1490,5/31/2002,Undercover Brother,25000000.0,38230435.0,40796145.0,Universal,PG-13,Comedy
1491,7/6/2001,Kiss of the Dragon,25000000.0,36833473.0,36833473.0,20th Century Fox,R,Action
1492,5/16/2014,Million Dollar Arm,25000000.0,36447959.0,39217912.0,Walt Disney,PG,Drama
1493,1/1/2004,Beauty Shop,25000000.0,36351350.0,38351350.0,MGM,PG-13,Comedy
1494,4/4/2003,What a Girl Wants,25000000.0,35990505.0,35990505.0,Warner Bros.,PG,Comedy
1495,8/29/2003,Jeepers Creepers II,25000000.0,35623801.0,119923801.0,MGM,R,Horror
1496,2/28/2003,Cradle 2 the Grave,25000000.0,34657731.0,56434942.0,Warner Bros.,R,Action
1497,8/24/2007,Mr. Bean’s Holiday,25000000.0,33302167.0,234981342.0,Universal,G,Adventure
1498,10/16/1998,Bride of Chucky,25000000.0,32404188.0,50692188.0,Universal,R,Horror
1499,2/17/2017,Fist Fight,25000000.0,32187017.0,40287017.0,Warner Bros.,R,Comedy
1500,11/21/2007,August Rush,25000000.0,31664162.0,66015869.0,Warner Bros.,PG,Drama
1501,12/9/2011,The Sitter,25000000.0,30542576.0,38749404.0,20th Century Fox,R,Comedy
1502,11/6/1998,Elizabeth,25000000.0,30082699.0,82150642.0,Other,R,Drama
1503,1/23/1998,Spice World,25000000.0,29342592.0,56042592.0,Sony Pictures,PG,Comedy
1504,4/11/2014,Draft Day,25000000.0,28842237.0,29847480.0,Lionsgate,PG-13,Drama
1505,9/23/1994,The Shawshank Redemption,25000000.0,28241469.0,28307092.0,Sony Pictures,R,Drama
1506,2/3/2017,Rings,25000000.0,27793018.0,82933201.0,Paramount Pictures,PG-13,Horror
1507,5/22/2009,Dance Flick,25000000.0,25794018.0,32224624.0,Paramount Pictures,PG-13,Comedy
1508,4/20/2001,Crocodile Dundee in Los Angeles,25000000.0,25590119.0,39393111.0,Paramount Pictures,PG,Adventure
1509,7/26/1996,Kingpin,25000000.0,25023424.0,32223424.0,MGM,R,Comedy
1510,3/18/2005,Ice Princess,25000000.0,24381334.0,25732334.0,Walt Disney,G,Comedy
1511,8/26/2011,Don't Be Afraid of the Dark,25000000.0,24046682.0,39126427.0,Other,R,Horror
1512,4/23/2010,The Losers,25000000.0,23591432.0,29863840.0,Warner Bros.,PG-13,Action
1513,8/24/2007,War,25000000.0,22486409.0,40686409.0,Lionsgate,R,Action
1514,4/7/1995,Don Juan DeMarco,25000000.0,22032635.0,22032635.0,Other,PG-13,Drama
1515,4/22/2005,A Lot Like Love,25000000.0,21835784.0,41921590.0,Walt Disney,PG-13,Comedy
1516,5/1/1998,He Got Game,25000000.0,21567853.0,22411948.0,Walt Disney,R,Drama
1517,2/11/2011,The Eagle,25000000.0,19490041.0,38993548.0,Other,PG-13,Action
1518,8/5/2015,Shaun the Sheep,25000000.0,19375982.0,101927062.0,Lionsgate,PG,Adventure
1519,9/2/2011,Shark Night 3D,25000000.0,18877153.0,18877153.0,Other,PG-13,Horror
1520,3/24/2017,CHiPS,25000000.0,18600152.0,23190697.0,Warner Bros.,R,Action
1521,10/11/2002,Punch-Drunk Love,25000000.0,17791031.0,24591031.0,Sony Pictures,R,Comedy
1522,2/20/2004,Eurotrip,25000000.0,17718223.0,20718223.0,Other,R,Comedy
1523,12/22/2017,Father Figures,25000000.0,17501244.0,21038826.0,Warner Bros.,R,Comedy
1524,4/4/2008,The Ruins,25000000.0,17432844.0,22910563.0,Paramount Pictures,R,Horror
1525,12/8/2006,Unaccompanied Minors,25000000.0,16655224.0,21970831.0,Warner Bros.,PG,Adventure
1526,4/1/1988,"Bright Lights, Big City",25000000.0,16118077.0,16118077.0,Other,R,Drama
1527,11/15/2002,Half Past Dead,25000000.0,15567860.0,19233280.0,Sony Pictures,PG-13,Action
1528,4/18/1986,Legend,25000000.0,15502112.0,23506237.0,Universal,PG,Adventure
1529,7/26/1996,The Adventures of Pinocchio,25000000.0,15382170.0,36682170.0,Other,G,Adventure
1530,9/30/2005,The Greatest Game Ever Played,25000000.0,15331289.0,15468266.0,Walt Disney,PG,Drama
1531,3/3/2000,The Next Best Thing,25000000.0,14983572.0,24355762.0,Paramount Pictures,PG-13,Drama
1532,10/8/2010,My Soul to Take,25000000.0,14744435.0,16727470.0,Universal,R,Horror
1533,8/15/2008,Fly Me To the Moon,25000000.0,14543943.0,43530281.0,Other,G,Adventure
1534,9/13/1996,Maximum Risk,25000000.0,14102929.0,51702929.0,Sony Pictures,R,Action
1535,9/13/2002,Stealing Harvard,25000000.0,13973532.0,13973532.0,Sony Pictures,PG-13,Comedy
1536,8/3/2007,Hot Rod,25000000.0,13938332.0,14334401.0,Paramount Pictures,PG-13,Comedy
1537,9/9/2011,Warrior,25000000.0,13657115.0,24215385.0,Lionsgate,PG-13,Drama
1538,12/24/1999,Angela's Ashes,25000000.0,13038660.0,13038660.0,Paramount Pictures,R,Drama
1539,9/22/2017,Battle of the Sexes,25000000.0,12638526.0,18445094.0,Other,PG-13,Drama
1540,12/21/2012,Cirque du Soleil: Worlds Away,25000000.0,12512862.0,28012862.0,Paramount Pictures,PG,Drama
1541,11/13/2015,The 33,25000000.0,12227722.0,28400715.0,Warner Bros.,PG-13,Drama
1542,6/21/1985,Lifeforce,25000000.0,11603545.0,11603545.0,Other,R,Horror
1543,4/15/2011,The Conspirator,25000000.0,11538204.0,15907411.0,Other,PG-13,Drama
1544,7/3/2002,The Powerpuff Girls,25000000.0,11411644.0,16425701.0,Warner Bros.,PG,Adventure
1545,6/3/2005,The Lords of Dogtown,25000000.0,11273517.0,13424365.0,Other,PG-13,Action
1547,10/11/1996,Michael Collins,25000000.0,11092559.0,27572844.0,Warner Bros.,R,Drama
1548,3/28/2008,Stop-Loss,25000000.0,10915744.0,11229035.0,Paramount Pictures,R,Drama
1549,10/8/1993,Gettysburg,25000000.0,10731997.0,10731997.0,Other,PG,Drama
1550,8/13/1999,Brokedown Palace,25000000.0,10115014.0,11115766.0,20th Century Fox,PG-13,Drama
1551,8/16/2002,Possession,25000000.0,10103647.0,14805812.0,Other,PG-13,Drama
1552,5/17/1991,Stone Cold,25000000.0,9286314.0,9286314.0,Sony Pictures,R,Action
1553,11/25/2009,The Road,25000000.0,8114270.0,29206732.0,Other,R,Drama
1554,4/6/2007,The Hoax,25000000.0,7164995.0,7164995.0,Walt Disney,R,Drama
1556,3/23/2001,Say It Isn't So,25000000.0,5516708.0,5516708.0,20th Century Fox,R,Comedy
1557,12/7/2005,The World's Fastest Indian,25000000.0,5128124.0,18991288.0,Other,PG-13,Drama
1558,3/1/1995,Tank Girl,25000000.0,4064333.0,4064333.0,MGM,R,Action
1559,4/22/2005,King's Ransom,25000000.0,4008527.0,4049527.0,Other,PG-13,Comedy
1560,12/16/2011,Carnage,25000000.0,2546747.0,38112154.0,Other,R,Drama
1561,9/1/2017,Tulip Fever,25000000.0,2455635.0,6498776.0,Other,R,Drama
1563,11/25/2009,Me and Orson Welles,25000000.0,1190003.0,1190003.0,Other,PG-13,Drama
1564,9/11/1998,Without Limits,25000000.0,780326.0,780326.0,Warner Bros.,PG-13,Drama
1565,3/22/2013,On the Road,25000000.0,720828.0,9313302.0,Other,R,Drama
1568,11/26/1986,Star Trek IV: The Voyage Home,24000000.0,109713132.0,133000000.0,Paramount Pictures,PG,Adventure
1569,12/12/1997,Scream 2,24000000.0,101363301.0,172363301.0,Miramax,R,Horror
1570,2/21/2003,Old School,24000000.0,75155000.0,86765463.0,Other,R,Comedy
1571,12/20/2006,Rocky Balboa,24000000.0,70269899.0,156229050.0,MGM,PG,Drama
1572,12/16/2016,Fences,24000000.0,57682904.0,64282881.0,Paramount Pictures,PG-13,Drama
1573,2/18/2000,The Whole Nine Yards,24000000.0,57262492.0,85527867.0,Warner Bros.,R,Comedy
1574,4/7/2017,Going in Style,24000000.0,45018541.0,78673103.0,Warner Bros.,PG-13,Comedy
1575,7/12/1991,Point Break,24000000.0,43218387.0,83531958.0,20th Century Fox,R,Action
1576,9/20/1991,The Fisher King,24000000.0,41798224.0,41798224.0,Sony Pictures,R,Drama
1577,10/31/2008,Zack and Miri Make a Porno,24000000.0,31457946.0,36856306.0,Other,R,Comedy
1578,1/12/2001,Double Take,24000000.0,29823162.0,29823162.0,Walt Disney,PG-13,Action
1579,12/21/1999,"Girl, Interrupted",24000000.0,28871190.0,28871190.0,Sony Pictures,R,Drama
1580,8/20/2010,Piranha 3D,24000000.0,25003155.0,83660160.0,Other,R,Horror
1581,11/24/2010,Faster,24000000.0,23240020.0,35792945.0,Other,R,Action
1582,7/14/1999,Muppets From Space,24000000.0,16304786.0,16304786.0,Sony Pictures,G,Adventure
1583,4/7/2000,Ready to Rumble,24000000.0,12372410.0,12372410.0,Warner Bros.,PG-13,Comedy
1584,9/16/2011,I Don't Know How She Does It,24000000.0,9659074.0,24474463.0,Other,PG-13,Comedy
1585,12/24/1999,Play it to the Bone,24000000.0,8427204.0,8427204.0,Walt Disney,R,Comedy
1586,12/17/2004,Beyond the Sea,24000000.0,6144806.0,8292914.0,Lionsgate,PG-13,Drama
1587,6/10/2005,Hauru no ugoku shiro,24000000.0,4710455.0,237814327.0,Walt Disney,PG,Adventure
1588,3/27/1998,Meet the Deedles,24000000.0,4356126.0,4356126.0,Walt Disney,PG,Comedy
1589,8/25/1995,The Thief and the Cobbler,24000000.0,669276.0,669276.0,Miramax,G,Adventure
1590,6/10/2005,The Bridge of San Luis Rey,24000000.0,49981.0,1696765.0,Other,PG,Drama
1591,10/2/2009,Zombieland,23600000.0,75590286.0,102236596.0,Sony Pictures,R,Comedy
1592,11/6/1998,The Waterboy,23000000.0,161491646.0,190191646.0,Walt Disney,PG-13,Comedy
1593,4/7/1995,Bad Boys,23000000.0,65647413.0,141247413.0,Sony Pictures,R,Action
1594,1/16/2015,The Wedding Ringer,23000000.0,64460211.0,80171596.0,Sony Pictures,R,Comedy
1595,3/17/2000,Final Destination,23000000.0,53302314.0,112036870.0,Other,R,Horror
1596,12/17/1976,King Kong,23000000.0,52614445.0,90614445.0,Paramount Pictures,PG,Action
1597,10/7/2011,The Ides of March,23000000.0,40962534.0,77735925.0,Sony Pictures,R,Drama
1599,1/10/2014,Her,23000000.0,25568251.0,48259031.0,Warner Bros.,R,Drama
1600,2/17/2012,Kari gurashi no Arietti,23000000.0,19192510.0,151496097.0,Walt Disney,G,Adventure
1601,11/12/1999,Anywhere But Here,23000000.0,18653615.0,18653615.0,20th Century Fox,PG-13,Drama
1602,9/1/2004,Vanity Fair,23000000.0,16123851.0,19123851.0,Other,PG-13,Drama
1603,2/26/2016,Eddie the Eagle,23000000.0,15789389.0,45061177.0,20th Century Fox,PG-13,Drama
1604,7/17/1987,Jaws 4: The Revenge,23000000.0,15728335.0,15728335.0,Universal,PG-13,Horror
1605,8/25/2000,The Crew,23000000.0,13019253.0,13019253.0,Walt Disney,PG-13,Comedy
1606,12/20/1996,Marvin's Room,23000000.0,12803305.0,12803305.0,Miramax,PG-13,Drama
1607,8/22/2008,The Longshots,23000000.0,11511323.0,11778396.0,MGM,PG,Drama
1608,12/3/1999,The End of the Affair,23000000.0,10660147.0,10660147.0,Sony Pictures,R,Drama
1609,9/14/2007,In the Valley of Elah,23000000.0,6777741.0,24489150.0,Warner Bros.,R,Drama
1610,9/25/2009,Coco avant Chanel,23000000.0,6113834.0,50813834.0,Other,PG-13,Drama
1611,6/26/2009,Chéri,23000000.0,2715657.0,2715657.0,Miramax,R,Drama
1612,4/25/2008,Rogue,23000000.0,10452.0,4673377.0,Other,R,Horror
1613,6/24/1987,Spaceballs,22700000.0,38119483.0,38119483.0,MGM,PG,Comedy
1614,4/24/2015,The Water Diviner,22500000.0,4200117.0,30864649.0,Warner Bros.,R,Drama
1615,7/13/1990,Ghost,22000000.0,217631306.0,517600000.0,Paramount Pictures,PG-13,Drama
1616,11/11/1994,The Santa Clause,22000000.0,144833357.0,189800000.0,Walt Disney,PG,Adventure
1617,9/28/2007,The Game Plan,22000000.0,90648202.0,146590987.0,Walt Disney,PG,Comedy
1618,3/29/2002,The Rookie,22000000.0,75600072.0,80491516.0,Walt Disney,G,Drama
1619,6/2/1995,The Bridges of Madison County,22000000.0,71516617.0,175516617.0,Warner Bros.,PG-13,Drama
1620,2/28/2014,Son of God,22000000.0,59700064.0,70949793.0,20th Century Fox,PG-13,Drama
1621,6/1/2001,The Animal,22000000.0,55762229.0,55762229.0,Sony Pictures,PG-13,Comedy
1622,12/8/1982,Gandhi,22000000.0,52767889.0,127767889.0,Sony Pictures,PG,Drama
1623,9/19/2003,Underworld,22000000.0,51970690.0,95708457.0,Sony Pictures,R,Action
1624,8/3/2012,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,20th Century Fox,PG,Adventure
1625,12/28/2001,I Am Sam,22000000.0,40270895.0,92542418.0,Other,PG-13,Drama
1626,11/11/2005,Derailed,22000000.0,36020063.0,57520063.0,Other,R,Action
1627,11/22/2013,Delivery Man,22000000.0,30659817.0,70536870.0,Walt Disney,PG-13,Comedy
1628,2/5/2016,"Hail, Caesar!",22000000.0,30080225.0,64171419.0,Universal,PG-13,Comedy
1629,8/24/2001,Jay and Silent Bob Strike Back,22000000.0,30059386.0,33762400.0,Other,R,Comedy
1631,8/12/2005,Deuce Bigalow: European Gigolo,22000000.0,22400154.0,45273464.0,Sony Pictures,R,Comedy
1632,5/19/2017,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35608734.0,20th Century Fox,PG,Adventure
1633,1/18/2008,Mad Money,22000000.0,20668843.0,25044057.0,Other,PG-13,Comedy
1634,11/27/2013,Homefront,22000000.0,20158492.0,51695362.0,Other,R,Action
1635,9/19/2008,Igor,22000000.0,19528602.0,31013349.0,MGM,PG,Adventure
1636,2/9/2001,Saving Silverman,22000000.0,19351569.0,25873142.0,Sony Pictures,R,Comedy
1637,7/2/1999,Summer of Sam,22000000.0,19288130.0,19288130.0,Walt Disney,R,Drama
1639,4/11/2001,Josie and the Pussycats,22000000.0,14252830.0,14252830.0,Universal,PG-13,Comedy
1640,8/22/2012,Hit & Run,22000000.0,13749300.0,17216955.0,Other,R,Comedy
1641,10/27/2000,The Little Vampire,22000000.0,13555988.0,13555988.0,Other,PG,Adventure
1642,10/1/2004,I Heart Huckabees,22000000.0,12784713.0,20034713.0,Other,R,Comedy
1643,11/17/2017,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,Sony Pictures,PG-13,Drama
1644,12/4/2013,Out of the Furnace,22000000.0,11330849.0,15434375.0,Other,R,Drama
1645,11/5/1993,RoboCop 3,22000000.0,10696210.0,10696210.0,Other,PG-13,Action
1646,8/27/1999,Dudley Do-Right,22000000.0,9818792.0,9818792.0,Universal,PG,Adventure
